pv_quarter,item_category,meal_tier,deal_flag,item_type,qty_sold,revenue,avg_unit_price
2017-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,10,159.6,15.96
2017-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,18,281.2,15.62
2017-Q3,Noodles,PREMIUM,ON DEAL,FOOD,3,49.8,16.6
2017-Q3,Noodles,PREMIUM,REGULAR,FOOD,4,60.4,15.1
2017-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,21,342.7,16.32
2017-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,30,567.8,18.93
2017-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,33,476.6,14.44
2017-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,13,220.6,16.97
2017-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,35,342.6,9.79
2017-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,30,496.7,16.56
2017-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,11,233.6,21.24
2017-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,10,138,13.8
2017-Q4,Desserts,PREMIUM,REGULAR,FOOD,8,147.2,18.4
2017-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,18,284.2,15.79
2017-Q4,Noodles,PREMIUM,ON DEAL,FOOD,8,133.2,16.65
2017-Q4,Noodles,PREMIUM,REGULAR,FOOD,10,157.6,15.76
2017-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,20,319.8,15.99
2017-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,29,563.4,19.43
2017-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,30,452.8,15.09
2017-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,9,140.8,15.64
2017-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,41,421.4,10.28
2018-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,34,560.5,16.49
2018-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,10,200.8,20.08
2018-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,12,191.6,15.97
2018-Q1,Desserts,BUDGET,REGULAR,FOOD,3,28.8,9.6
2018-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,29,442.4,15.26
2018-Q1,Noodles,PREMIUM,ON DEAL,FOOD,5,75,15
2018-Q1,Noodles,PREMIUM,REGULAR,FOOD,9,138,15.33
2018-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,36,596.7,16.58
2018-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,42,813,19.36
2018-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,22,315.2,14.33
2018-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,30,496.4,16.55
2018-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,49,465.8,9.51
2018-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,38,632.9,16.66
2018-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,12,242.8,20.23
2018-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,9,142.4,15.82
2018-Q2,Desserts,PREMIUM,REGULAR,FOOD,8,134.4,16.8
2018-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,30,466.7,15.56
2018-Q2,Noodles,PREMIUM,ON DEAL,FOOD,11,175.4,15.95
2018-Q2,Noodles,PREMIUM,REGULAR,FOOD,6,94.8,15.8
2018-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,46,774.6,16.84
2018-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,35,698.4,19.95
2018-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,28,403.6,14.41
2018-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,10,173.2,17.32
2018-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,57,541.4,9.5
2018-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,53,862.5,16.27
2018-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,14,278,19.86
2018-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,10,152,15.2
2018-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,23,361.7,15.73
2018-Q3,Noodles,PREMIUM,ON DEAL,FOOD,1,15,15
2018-Q3,Noodles,PREMIUM,REGULAR,FOOD,8,122,15.25
2018-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,33,551.5,16.71
2018-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,46,894.2,19.44
2018-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,43,625.2,14.54
2018-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,35,583.2,16.66
2018-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,67,634.2,9.47
2018-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,45,757.4,16.83
2018-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,18,363.2,20.18
2018-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,18,264,14.67
2018-Q4,Desserts,BUDGET,REGULAR,FOOD,2,16,8
2018-Q4,Desserts,PREMIUM,REGULAR,FOOD,7,128.8,18.4
2018-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,32,499.3,15.6
2018-Q4,Noodles,PREMIUM,ON DEAL,FOOD,5,83,16.6
2018-Q4,Noodles,PREMIUM,REGULAR,FOOD,15,242.4,16.16
2018-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,38,619.2,16.29
2018-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,61,1161.6,19.04
2018-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,32,475.4,14.86
2018-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,32,538.2,16.82
2018-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,58,590,10.17
2019-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,51,833.1,16.34
2019-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,14,282.8,20.2
2019-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,1,15.6,15.6
2019-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,38,591.2,15.56
2019-Q1,Noodles,PREMIUM,ON DEAL,FOOD,5,92.6,18.52
2019-Q1,Noodles,PREMIUM,REGULAR,FOOD,18,271.2,15.07
2019-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,50,859.3,17.19
2019-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,63,1251.2,19.86
2019-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,40,596.8,14.92
2019-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,35,593.2,16.95
2019-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,83,808.6,9.74
2019-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,68,1118.2,16.44
2019-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,10,206,20.6
2019-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,25,387.4,15.5
2019-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,36,563.2,15.64
2019-Q2,Noodles,PREMIUM,ON DEAL,FOOD,1,16.6,16.6
2019-Q2,Noodles,PREMIUM,REGULAR,FOOD,18,286.8,15.93
2019-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,38,634.7,16.7
2019-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,63,1206.4,19.15
2019-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,57,852.4,14.95
2019-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,28,479.4,17.12
2019-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,69,647.8,9.39
2019-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,56,926.4,16.54
2019-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,24,486.8,20.28
2019-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,10,141.6,14.16
2019-Q3,Desserts,BUDGET,REGULAR,FOOD,2,16,8
2019-Q3,Desserts,PREMIUM,REGULAR,FOOD,7,128.8,18.4
2019-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,44,687.2,15.62
2019-Q3,Noodles,PREMIUM,ON DEAL,FOOD,4,64.8,16.2
2019-Q3,Noodles,PREMIUM,REGULAR,FOOD,14,216.4,15.46
2019-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,55,921.9,16.76
2019-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,78,1498.2,19.21
2019-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,42,605.2,14.41
2019-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,53,889.2,16.78
2019-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,86,841.6,9.79
2019-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,55,919.6,16.72
2019-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,20,402,20.1
2019-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,11,167.2,15.2
2019-Q4,Desserts,PREMIUM,REGULAR,FOOD,4,67.2,16.8
2019-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,46,728.3,15.83
2019-Q4,Noodles,PREMIUM,ON DEAL,FOOD,5,83.8,16.76
2019-Q4,Noodles,PREMIUM,REGULAR,FOOD,19,298,15.68
2019-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,48,800.3,16.67
2019-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,63,1234.6,19.6
2019-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,52,776,14.92
2019-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,42,696.8,16.59
2019-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,89,868.2,9.76
2020-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,79,1312.6,16.62
2020-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,16,332,20.75
2020-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,30,464.6,15.49
2020-Q1,Desserts,PREMIUM,REGULAR,FOOD,4,73.6,18.4
2020-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,53,827.6,15.62
2020-Q1,Noodles,PREMIUM,ON DEAL,FOOD,10,160.4,16.04
2020-Q1,Noodles,PREMIUM,REGULAR,FOOD,12,188.4,15.7
2020-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,64,1068.7,16.7
2020-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,86,1692.2,19.68
2020-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,70,1006,14.37
2020-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,42,724.8,17.26
2020-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,105,1032.2,9.83
2020-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,77,1258.7,16.35
2020-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,21,426.8,20.32
2020-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,15,225.2,15.01
2020-Q2,Desserts,BUDGET,REGULAR,FOOD,8,76.8,9.6
2020-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,49,757,15.45
2020-Q2,Noodles,PREMIUM,ON DEAL,FOOD,13,199.8,15.37
2020-Q2,Noodles,PREMIUM,REGULAR,FOOD,16,256.4,16.03
2020-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,57,956.7,16.78
2020-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,67,1302.4,19.44
2020-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,53,782.4,14.76
2020-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,41,672.8,16.41
2020-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,103,1025.4,9.96
2020-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,84,1411.2,16.8
2020-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,22,447.6,20.35
2020-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,32,476.4,14.89
2020-Q3,Desserts,BUDGET,REGULAR,FOOD,1,9.6,9.6
2020-Q3,Desserts,PREMIUM,REGULAR,FOOD,10,184,18.4
2020-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,60,951,15.85
2020-Q3,Noodles,PREMIUM,ON DEAL,FOOD,15,239.4,15.96
2020-Q3,Noodles,PREMIUM,REGULAR,FOOD,17,263.6,15.51
2020-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,64,1051.7,16.43
2020-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,71,1403.8,19.77
2020-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,74,1118,15.11
2020-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,46,764,16.61
2020-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,96,939.6,9.79
2020-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,71,1162.6,16.37
2020-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,23,471.2,20.49
2020-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,20,311.4,15.57
2020-Q4,Desserts,BUDGET,REGULAR,FOOD,4,38.4,9.6
2020-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,61,944.2,15.48
2020-Q4,Noodles,PREMIUM,ON DEAL,FOOD,6,102,17
2020-Q4,Noodles,PREMIUM,REGULAR,FOOD,21,321.6,15.31
2020-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,69,1171.7,16.98
2020-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,118,2284.6,19.36
2020-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,58,842.8,14.53
2020-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,48,809,16.85
2020-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,115,1141,9.92
2021-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,79,1292.8,16.36
2021-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,21,437.6,20.84
2021-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,19,301.2,15.85
2021-Q1,Desserts,BUDGET,REGULAR,FOOD,7,56,8
2021-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,69,1085.4,15.73
2021-Q1,Noodles,PREMIUM,ON DEAL,FOOD,6,98,16.33
2021-Q1,Noodles,PREMIUM,REGULAR,FOOD,21,322.8,15.37
2021-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,86,1470.4,17.1
2021-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,68,1328,19.53
2021-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,64,951.4,14.87
2021-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,54,897.6,16.62
2021-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,114,1138.4,9.99
2021-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,78,1277.2,16.37
2021-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,28,556,19.86
2021-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,25,380.2,15.21
2021-Q2,Desserts,PREMIUM,REGULAR,FOOD,6,100.8,16.8
2021-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,69,1074.3,15.57
2021-Q2,Noodles,PREMIUM,ON DEAL,FOOD,18,291.2,16.18
2021-Q2,Noodles,PREMIUM,REGULAR,FOOD,14,227.6,16.26
2021-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,80,1351.1,16.89
2021-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,103,2025.8,19.67
2021-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,68,984.4,14.48
2021-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,65,1095.8,16.86
2021-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,123,1239.4,10.08
2021-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,45,744.2,16.54
2021-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,40,819.6,20.49
2021-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,8,122.8,15.35
2021-Q3,Desserts,BUDGET,REGULAR,FOOD,9,80,8.89
2021-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,85,1337.9,15.74
2021-Q3,Noodles,PREMIUM,ON DEAL,FOOD,14,226.8,16.2
2021-Q3,Noodles,PREMIUM,REGULAR,FOOD,14,218.4,15.6
2021-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,88,1491.6,16.95
2021-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,143,2779.4,19.44
2021-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,13,187.4,14.42
2021-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,112,1842,16.45
2021-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,132,1355.2,10.27
2021-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,76,1282.4,16.87
2021-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,33,662.4,20.07
2021-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,21,311.2,14.82
2021-Q4,Desserts,BUDGET,REGULAR,FOOD,2,19.2,9.6
2021-Q4,Desserts,PREMIUM,REGULAR,FOOD,10,184,18.4
2021-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,84,1302.9,15.51
2021-Q4,Noodles,PREMIUM,ON DEAL,FOOD,16,256,16
2021-Q4,Noodles,PREMIUM,REGULAR,FOOD,6,97.2,16.2
2021-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,66,1088,16.48
2021-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,129,2529.4,19.61
2021-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,50,710.4,14.21
2021-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,105,1777.6,16.93
2021-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,149,1520.6,10.21
2022-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,60,982.8,16.38
2022-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,39,785.2,20.13
2022-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,13,206.4,15.88
2022-Q1,Desserts,BUDGET,REGULAR,FOOD,5,48,9.6
2022-Q1,Desserts,PREMIUM,REGULAR,FOOD,3,50.4,16.8
2022-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,86,1328.7,15.45
2022-Q1,Noodles,PREMIUM,ON DEAL,FOOD,26,409.2,15.74
2022-Q1,Noodles,PREMIUM,REGULAR,FOOD,10,165.2,16.52
2022-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,92,1549.3,16.84
2022-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,144,2827.2,19.63
2022-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,30,438.4,14.61
2022-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,113,1918.4,16.98
2022-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,149,1566.2,10.51
2022-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,44,730,16.59
2022-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,44,875.6,19.9
2022-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,12,180,15
2022-Q2,Desserts,BUDGET,REGULAR,FOOD,21,182.4,8.69
2022-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,96,1503.4,15.66
2022-Q2,Noodles,PREMIUM,ON DEAL,FOOD,19,308.6,16.24
2022-Q2,Noodles,PREMIUM,REGULAR,FOOD,9,138.8,15.42
2022-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,96,1644.5,17.13
2022-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,155,3037,19.59
2022-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,32,464.4,14.51
2022-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,115,1898.8,16.51
2022-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,139,1438.6,10.35
2022-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,47,775.2,16.49
2022-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,36,736.4,20.46
2022-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,7,111.6,15.94
2022-Q3,Desserts,BUDGET,REGULAR,FOOD,13,108.8,8.37
2022-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,116,1803.7,15.55
2022-Q3,Noodles,PREMIUM,ON DEAL,FOOD,13,206.2,15.86
2022-Q3,Noodles,PREMIUM,REGULAR,FOOD,13,212.4,16.34
2022-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,90,1536.1,17.07
2022-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,187,3667,19.61
2022-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,26,374,14.38
2022-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,130,2198.8,16.91
2022-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,168,1768.4,10.53
2022-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,65,1093.6,16.82
2022-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,42,844.4,20.1
2022-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,29,431.8,14.89
2022-Q4,Desserts,BUDGET,REGULAR,FOOD,4,38.4,9.6
2022-Q4,Desserts,PREMIUM,REGULAR,FOOD,14,257.6,18.4
2022-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,107,1665.3,15.56
2022-Q4,Noodles,PREMIUM,ON DEAL,FOOD,22,345.6,15.71
2022-Q4,Noodles,PREMIUM,REGULAR,FOOD,1,16,16
2022-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,96,1578.6,16.44
2022-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,166,3227.6,19.44
2022-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,46,650.8,14.15
2022-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,123,2069,16.82
2022-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,164,1720.8,10.49
2023-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,73,1210.4,16.58
2023-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,18,358.8,19.93
